Region,Category,Product Name,Quantity,profit margin,profit per unit 
West,Office Supplies,Wilson Jones Active Use Binders,9,25,15.7475
West,Furniture,SAFCO Arco Folding Chair,4,40,9.996
Central,Office Supplies,Avery 505,5,40,9.596
Central,Office Supplies,Advantus Rolling Storage Box,1,30,4.497
Central,Office Supplies,Wilson Jones Easy Flow II Sheet Lifters,2,40,9.996
Central,Technology,Logitech Trackman Marble Mouse,1,30,8.397
Central,Office Supplies,Xerox 206,2,50,8.495
East,Office Supplies,Newell 324,2,30,5.997
East,Furniture,DAX Cubicle Frames - 8x10,2,20,4.798
East,Furniture,Bush Advantage Collection Racetrack Conference Table,2,50,12.495
East,Office Supplies,Fellowes Basic Home/Office Series Surge Protectors,3,40,9.596
East,Office Supplies,"ACCOHIDE 3-Ring Binder, Blue, 1""",6,40,6.396
East,Technology,Cisco SPA508G,2,60,5.394
East,Office Supplies,Avery 518,3,30,8.397
East,Furniture,Global Commerce Series High-Back Swivel/Tilt Chairs,3,50,8.495
East,Office Supplies,BIC Brite Liner Grip Highlighters,3,30,9.297
East,Technology,WD My Passport Ultra 2TB Portable External Hard Drive,6,60,26.994
East,Technology,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,1,25,6.4975
East,Office Supplies,Xerox 1962,6,20,7.198
Central,Office Supplies,3M Organizer Strips,9,40,30.796
Central,Office Supplies,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",1,25,5.2475
Central,Technology,Logitech G105 Gaming Keyboard,2,25,5.4975
Central,Technology,Imation Clip USB flash drive - 8 GB,3,40,9.996
Central,Office Supplies,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,1,20,7.198
Central,Office Supplies,Xerox 1970,3,30,12.897
Central,Office Supplies,Fellowes Stor/Drawer Steel Plus Storage Drawers,6,40,10.396
Central,Office Supplies,Acco 6 Outlet Guardian Standard Surge Suppressor,4,40,9.596
East,Technology,Jabra SPEAK 410,5,25,6.9975
East,Office Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",3,30,5.997
East,Office Supplies,Xerox 1913,5,40,9.596
Central,Technology,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,2,60,26.994
Central,Office Supplies,Blackstonian Pencils,2,50,8.495
Central,Technology,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,5,20,4.798
Central,Office Supplies,Avery Heavy-Duty EZD View Binder with Locking Rings,3,40,10.396
Central,Office Supplies,Assorted Color Push Pins,2,40,6.396
Central,Technology,Belkin Standard 104 key USB Keyboard,3,25,6.9975
South,Office Supplies,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",4,40,9.996
South,Technology,Avaya IP Phone 1140E VoIP phone,3,30,5.997
South,Furniture,"Global Wood Trimmed Manager's Task Chair, Khaki",7,25,4.2475
West,Office Supplies,Newell 321,3,40,9.996
West,Furniture,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,7,40,4.796
West,Office Supplies,"Fellowes Personal Hanging Folder Files, Navy",2,30,7.497
South,Office Supplies,3-ring staple pack,3,50,11.995
Central,Technology,Jabra Supreme Plus Driver Edition Headset,1,40,9.596
West,Office Supplies,Belkin F9G930V10-GRY 9 Outlet Surge,2,50,5.995
West,Furniture,Staple-based wall hangings,1,60,26.994
West,Office Supplies,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",2,50,8.495
East,Technology,Hewlett Packard LaserJet 3310 Copier,3,30,13.797
Central,Office Supplies,Binder Posts,3,20,9.998
Central,Furniture,Bevis Round Conference Table Top & Single Column Base,6,60,5.394
Central,Office Supplies,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",6,25,0.7475
Central,Office Supplies,Xerox 1978,3,60,19.794
East,Office Supplies,"ACCOHIDE 3-Ring Binder, Blue, 1""",3,40,10.396
West,Office Supplies,Alphabetical Labels for Top Tab Filing,5,40,9.596
West,Office Supplies,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",2,50,6.995
West,Office Supplies,Plymouth Boxed Rubber Bands by Plymouth,2,60,26.994
Central,Office Supplies,3.6 Cubic Foot Counter Height Office Refrigerator,2,50,20.495
Central,Furniture,Advantus Panel Wall Acrylic Frame,5,40,9.996
South,Office Supplies,Avery 480,2,20,7.198
South,Technology,Aastra 57i VoIP phone,2,60,26.994
South,Technology,AT&T CL82213,3,40,9.596
West,Technology,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,4,20,4.998
West,Office Supplies,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",1,50,12.995
South,Office Supplies,Fellowes Bankers Box Stor/Drawer Steel Plus,2,40,9.996
South,Furniture,"Global Value Mid-Back Manager's Chair, Gray",5,50,8.495
Central,Office Supplies,Flexible Leather- Look Classic Collection Ring Binder,2,25,4.4975
Central,Office Supplies,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",3,40,9.596
Central,Technology,Sabrent 4-Port USB 2.0 Hub,3,30,9.297
Central,Furniture,"O'Sullivan Elevations Bookcase, Cherry Finish",2,50,12.995
South,Office Supplies,Newell 310,3,30,3.297
South,Office Supplies,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",3,50,12.995
South,Office Supplies,"Southworth 100% Résumé Paper, 24lb.",5,30,5.997
Central,Technology,Logitech Wireless Performance Mouse MX for PC and Mac,2,50,7.995
Central,Office Supplies,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,3,40,9.996
South,Furniture,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,1,60,26.994
South,Office Supplies,Southworth Parchment Paper & Envelopes,3,50,5.995
South,Office Supplies,Tennsco Double-Tier Lockers,4,50,7.995
West,Office Supplies,GBC Imprintable Covers,7,30,5.997
West,Office Supplies,Self-Adhesive Address Labels for Typewriters by Universal,5,40,6.396
West,Office Supplies,Acme Elite Stainless Steel Scissors,9,40,6.396
West,Office Supplies,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",2,25,15.7475
East,Office Supplies,"Hot File 7-Pocket, Floor Stand",3,40,6.396
East,Office Supplies,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",5,50,6.995
East,Office Supplies,JM Magazine Binder,3,20,4.798
East,Furniture,"Lifetime Advantage Folding Chairs, 4/Carton",2,30,4.497
West,Office Supplies,GBC Recycled Regency Composition Covers,4,25,6.9975
West,Furniture,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",5,40,6.396
West,Office Supplies,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",1,30,5.997
West,Office Supplies,Premium Transparent Presentation Covers by GBC,8,60,5.394
East,Office Supplies,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",2,60,19.794
East,Office Supplies,"Tennsco Lockers, Sand",5,30,8.397
East,Office Supplies,Aluminum Screw Posts,2,25,5.2475
East,Office Supplies,Loose Memo Sheets,4,40,9.996
Central,Office Supplies,Things To Do Today Pad,6,40,9.996
Central,Office Supplies,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",8,30,5.997
Central,Office Supplies,ACCOHIDE Binder by Acco,5,60,19.794
Central,Furniture,"Global Leather Task Chair, Black",4,50,20.495
West,Office Supplies,"Wirebound Service Call Books, 5 1/2"" x 4""",3,50,4.495
West,Office Supplies,Avery 500,7,40,9.996
West,Office Supplies,Xerox 1922,6,40,9.996
West,Office Supplies,Peel & Stick Add-On Corner Pockets,2,40,14.396
West,Office Supplies,Aluminum Screw Posts,6,25,6.4975
West,Furniture,Flat Face Poster Frame,6,30,8.397
West,Office Supplies,GBC Personal VeloBind Strips,8,50,12.995
East,Office Supplies,BIC Liqua Brite Liner,5,25,6.9975
Central,Office Supplies,Xerox 203,3,50,5.995
East,Office Supplies,Kensington 4 Outlet MasterPiece Compact Power Control Center,5,30,10.497
East,Technology,Bose SoundLink Bluetooth Speaker,6,30,4.497
East,Office Supplies,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",7,30,3.297
East,Furniture,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",5,25,6.9975
East,Office Supplies,Acco Suede Grain Vinyl Round Ring Binder,5,40,6.396
East,Office Supplies,3M Organizer Strips,4,40,9.996
East,Furniture,Novimex Fabric Task Chair,6,40,9.996
East,Office Supplies,Newell 333,3,60,19.794
East,Furniture,"Master Big Foot Doorstop, Beige",7,50,12.995
Central,Furniture,DAX Cubicle Frames - 8x10,5,40,4.796
Central,Technology,Microsoft Wireless Mobile Mouse 4000,6,20,1.398
Central,Furniture,Hon GuestStacker Chair,5,30,4.497
Central,Technology,Logitech Gaming G510s - Keyboard,3,30,9.297
Central,Furniture,Bevis 44 x 96 Conference Tables,3,60,26.994
West,Office Supplies,Staples,2,50,12.995
West,Office Supplies,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",3,30,8.697
West,Office Supplies,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",5,40,14.396
West,Office Supplies,Xerox 1952,9,25,5.2475
West,Office Supplies,"Fellowes Twister Kit, Gray/Clear, 3/pkg",2,25,6.4975
West,Office Supplies,Tennsco Regal Shelving Units,5,40,9.596
West,Furniture,Novimex Fabric Task Chair,4,50,7.995
West,Technology,Maxell LTO Ultrium - 800 GB,8,50,12.995
West,Office Supplies,Newell 325,6,50,12.995
West,Technology,Plantronics Audio 478 Stereo USB Headset,5,30,8.697
West,Furniture,Hon 94000 Series Round Tables,8,25,6.9975
East,Office Supplies,GBC Instant Report Kit,4,20,4.998
West,Furniture,Novimex High-Tech Fabric Mesh Task Chair,4,40,14.396
West,Office Supplies,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,2,30,13.797
West,Technology,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,7,40,6.396
West,Technology,"Plantronics CS 50-USB - headset - Convertible, Monaural",5,40,6.396
West,Furniture,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",6,40,9.996
East,Office Supplies,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",7,30,10.497
East,Office Supplies,Fellowes Basic Home/Office Series Surge Protectors,5,50,8.495
East,Office Supplies,Xerox 1939,6,40,9.596
West,Office Supplies,Computer Printout Paper with Letter-Trim Perforations,2,50,11.995
West,Technology,ClearSounds CSC500 Amplified Spirit Phone Corded phone,8,25,5.4975
West,Furniture,Magna Visual Magnetic Picture Hangers,3,40,9.596
West,Office Supplies,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",6,50,4.495
Central,Office Supplies,Alphabetical Labels for Top Tab Filing,10,60,21.594
East,Office Supplies,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",4,40,4.796
East,Office Supplies,Avery 52,4,60,26.994
East,Office Supplies,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,4,30,4.497
East,Office Supplies,Tops White Computer Printout Paper,8,60,21.594
East,Office Supplies,Translucent Push Pins by OIC,3,25,6.9975
West,Office Supplies,Avery 507,6,40,9.596
East,Office Supplies,GBC Standard Plastic Binding Systems Combs,3,40,9.596
East,Furniture,Hon 2111 Invitation Series Straight Table,2,40,9.996
Central,Furniture,Global Super Steno Chair,4,20,4.998
West,Office Supplies,Martin-Yale Premier Letter Opener,3,60,26.994
South,Office Supplies,Newell 349,3,50,5.995
South,Office Supplies,GBC DocuBind P50 Personal Binding Machine,3,40,9.996
South,Office Supplies,Boston KS Multi-Size Manual Pencil Sharpener,3,50,11.995
South,Office Supplies,Newell 344,6,30,3.297
West,Office Supplies,Hanging Personal Folder File,10,30,9.297
West,Technology,Logitech Wireless Marathon Mouse M705,6,40,10.396
West,Office Supplies,Tennsco 6- and 18-Compartment Lockers,5,30,8.397
West,Office Supplies,"BOSTON Ranger #55 Pencil Sharpener, Black",5,40,9.996
West,Furniture,Office Star - Ergonomically Designed Knee Chair,6,30,9.297
East,Office Supplies,Xerox 1888,6,25,15.7475
East,Technology,Memorex Micro Travel Drive 8 GB,6,30,10.497
South,Office Supplies,Xerox 217,5,40,10.396
Central,Office Supplies,Acco 3-Hole Punch,4,40,10.396
West,Office Supplies,Xerox 191,5,50,5.995
West,Office Supplies,GBC DocuBind P100 Manual Binding Machine,4,30,4.497
West,Office Supplies,Newell 308,8,25,5.2475
West,Office Supplies,OIC Bulk Pack Metal Binder Clips,5,50,6.995
West,Furniture,"Global Fabric Manager's Chair, Dark Gray",3,50,8.495
West,Office Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,6,30,8.397
West,Technology,Polycom SoundStation2 EX Conference phone,6,60,26.994
West,Office Supplies,Mobile Personal File Cube,3,40,6.396
West,Furniture,DMI Eclipse Executive Suite Bookcases,2,30,12.897
East,Furniture,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",5,30,4.497
West,Office Supplies,"Xerox Color Copier Paper, 11"" x 17"", Ream",7,25,5.2475
West,Office Supplies,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),5,20,7.198
West,Office Supplies,GBC DocuBind TL200 Manual Binding Machine,7,60,21.594
South,Office Supplies,Zipper Ring Binder Pockets,4,30,3.297
West,Furniture,"Global Leather Task Chair, Black",9,60,19.794
Central,Furniture,O'Sullivan 4-Shelf Bookcase in Odessa Pine,4,30,9.297
Central,Office Supplies,Avery 511,3,30,10.497
East,Office Supplies,Quality Park Security Envelopes,2,60,26.994
East,Technology,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",5,40,9.996
East,Technology,Sony 64GB Class 10 Micro SDHC R40 Memory Card,6,30,3.297
East,Furniture,"DataProducts Ampli Magnifier Task Lamp, Black,",6,30,8.697
East,Office Supplies,Xerox 1946,5,40,9.996
East,Office Supplies,Acco 6 Outlet Guardian Basic Surge Suppressor,6,40,4.796
East,Office Supplies,"Sanford Colorific Scented Colored Pencils, 12/Pack",6,50,8.495
East,Furniture,24-Hour Round Wall Clock,4,60,26.994
East,Office Supplies,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",6,30,13.797
East,Office Supplies,Fellowes PB200 Plastic Comb Binding Machine,3,50,6.995
East,Office Supplies,Revere Boxed Rubber Bands by Revere,8,30,8.697
East,Technology,Motorla HX550 Universal Bluetooth Headset,9,30,7.497
Central,Furniture,"Eldon Expressions Wood Desk Accessories, Oak",4,50,5.995
Central,Office Supplies,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,5,50,11.995
East,Office Supplies,Tops Green Bar Computer Printout Paper,5,25,5.4975
East,Office Supplies,Wilson Jones Century Plastic Molded Ring Binders,5,50,11.995
East,Office Supplies,Acme Office Executive Series Stainless Steel Trimmers,3,30,3.297
East,Furniture,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",3,60,5.394
East,Office Supplies,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",5,50,12.995
East,Technology,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,7,40,9.996
East,Office Supplies,Staples,9,40,9.996
East,Furniture,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",5,30,4.497
East,Office Supplies,GBC Wire Binding Strips,7,40,6.396
East,Office Supplies,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",6,50,12.995
West,Furniture,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,7,25,4.2475
East,Technology,Spigen Samsung Galaxy S5 Case Wallet,10,40,9.996
Central,Furniture,Office Star Flex Back Scooter Chair with White Frame,6,30,5.997
Central,Technology,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,5,50,5.995
East,Office Supplies,Xerox 1970,7,25,4.2475
East,Office Supplies,GBC Standard Plastic Binding Systems Combs,7,20,4.998
Central,Furniture,Flat Face Poster Frame,6,50,12.995
West,Office Supplies,OIC Binder Clips,7,50,11.995
Central,Office Supplies,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,5,20,4.998
Central,Office Supplies,Fellowes Bankers Box Recycled Super Stor/Drawer,8,40,9.596
South,Office Supplies,Newell 33,7,60,26.994
Central,Office Supplies,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",7,40,9.596
East,Furniture,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",6,25,6.9975
West,Office Supplies,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,7,25,6.9975
West,Office Supplies,Multicolor Computer Printout Paper,9,40,9.996
Central,Technology,Razer Kraken PRO Over Ear PC and Music Headset,8,40,9.596
Central,Office Supplies,Array Memo Cubes,10,25,6.4975
Central,Furniture,"Tenex ""The Solids"" Textured Chair Mats",8,40,14.396
Central,Office Supplies,Newell 334,6,25,15.7475
Central,Office Supplies,Avery Non-Stick Binders,6,25,5.2475
East,Office Supplies,Newell 312,9,30,8.397
East,Technology,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand,8,40,30.796
East,Technology,JBL Micro Wireless Portable Bluetooth Speaker,7,40,9.996
Central,Furniture,"Lifetime Advantage Folding Chairs, 4/Carton",7,30,10.497
West,Office Supplies,Wilson Jones data.warehouse D-Ring Binders with DublLock,6,30,12.897
Central,Office Supplies,GBC VeloBind Cover Sets,6,40,9.996
Central,Office Supplies,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,6,25,5.2475
West,Office Supplies,Xerox 1982,8,30,7.497
West,Office Supplies,Xerox 1986,6,60,21.594
West,Office Supplies,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",3,30,12.897
West,Office Supplies,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",6,30,7.497
East,Office Supplies,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",7,20,4.798
East,Office Supplies,Alphabetical Labels for Top Tab Filing,6,30,9.297
East,Furniture,Hon Mobius Operator's Chair,5,25,2.2475
East,Technology,Bady BDG101FRU Card Printer,5,30,7.497
East,Technology,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,2,50,11.995
East,Furniture,Staple-based wall hangings,3,30,4.497
West,Office Supplies,GBC Prestige Therm-A-Bind Covers,2,30,7.497
South,Technology,HP Standard 104 key PS/2 Keyboard,6,40,9.596
Central,Office Supplies,Staple envelope,4,40,30.796
Central,Furniture,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",4,40,14.396
Central,Technology,Aastra 57i VoIP phone,4,60,5.394
West,Office Supplies,Fellowes Mighty 8 Compact Surge Protector,3,40,30.796
West,Office Supplies,GBC DocuBind P50 Personal Binding Machine,3,40,9.596
West,Office Supplies,Holmes HEPA Air Purifier,3,30,4.497
West,Office Supplies,Xerox 1988,3,25,6.4975
West,Office Supplies,Harmony HEPA Quiet Air Purifiers,4,20,7.198
West,Technology,Kingston Digital DataTraveler 16GB USB 2.0,5,50,11.995
South,Office Supplies,Newell 343,4,25,6.9975
South,Office Supplies,Newell 331,4,30,8.697
East,Office Supplies,Xerox 1999,3,30,9.297
East,Office Supplies,Southworth Parchment Paper & Envelopes,3,50,8.495
South,Furniture,3M Hangers With Command Adhesive,5,25,2.2475
South,Technology,Adtran 1202752G1,4,60,19.794
West,Office Supplies,Acco Hanging Data Binders,6,20,7.198
West,Furniture,"Howard Miller 16"" Diameter Gallery Wall Clock",2,40,4.796
East,Furniture,"Eldon Executive Woodline II Desk Accessories, Mahogany",6,40,14.396
South,Office Supplies,"Boston Model 1800 Electric Pencil Sharpener, Gray",8,25,5.2475
Central,Office Supplies,Acco D-Ring Binder w/DublLock,6,40,9.596
Central,Technology,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,2,50,8.495
East,Office Supplies,Newell Chalk Holder,4,25,8.2475
East,Technology,Polycom SoundPoint Pro SE-225 Corded phone,4,25,15.7475
East,Office Supplies,Acco 3-Hole Punch,4,50,12.995
Central,Office Supplies,Euro-Pro Shark Turbo Vacuum,4,30,13.797
East,Furniture,Howard Miller Distant Time Traveler Alarm Clock,4,40,9.596
West,Office Supplies,Wilson Jones Easy Flow II Sheet Lifters,9,30,13.797
West,Office Supplies,Storex Dura Pro Binders,4,50,11.995
West,Office Supplies,"Belkin 325VA UPS Surge Protector, 6'",4,40,6.396
West,Furniture,"Metal Folding Chairs, Beige, 4/Carton",6,50,5.995
South,Office Supplies,Nontoxic Chalk,3,40,9.596
West,Office Supplies,Zipper Ring Binder Pockets,6,40,9.596
West,Office Supplies,Super Decoflex Portable Personal File,5,50,8.495
West,Technology,Wilson Electronics DB Pro Signal Booster,7,40,9.596
East,Technology,Polycom SoundStation2 EX Conference phone,8,40,9.596
East,Office Supplies,Newell 312,5,40,9.596
East,Furniture,Global Low Back Tilter Chair,4,60,26.994
East,Office Supplies,Xerox 1991,5,25,6.9975
West,Furniture,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",3,25,6.9975
Central,Office Supplies,Assorted Color Push Pins,4,25,4.2475
Central,Technology,Cisco SPA301,7,25,6.4975
East,Furniture,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",6,40,10.396
West,Office Supplies,GBC DocuBind 200 Manual Binding Machine,6,60,26.994
West,Office Supplies,Fellowes Advanced Computer Series Surge Protectors,11,60,26.994
Central,Furniture,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,8,25,5.2475
Central,Office Supplies,Recycled Steel Personal File for Hanging File Folders,8,50,7.995
West,Technology,HTC One,6,40,30.796
East,Technology,Logitech ClearChat Comfort/USB Headset H390,7,40,9.596
Central,Office Supplies,Fellowes Stor/Drawer Steel Plus Storage Drawers,7,25,15.7475
Central,Office Supplies,Manco Dry-Lighter Erasable Highlighter,7,40,14.396
West,Office Supplies,Fiskars Home & Office Scissors,9,50,7.995
Central,Furniture,Eldon Cleatmat Chair Mats for Medium Pile Carpets,6,30,4.497
West,Office Supplies,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,5,50,11.995
West,Office Supplies,Avery Self-Adhesive Photo Pockets for Polaroid Photos,12,25,6.4975
East,Technology,Mitel MiVoice 5330e IP Phone,11,40,9.596
West,Office Supplies,Eldon Portable Mobile Manager,7,30,4.497
West,Office Supplies,Newell 344,6,30,10.497
West,Office Supplies,Advantus T-Pin Paper Clips,13,25,0.7475
West,Office Supplies,"Acco Six-Outlet Power Strip, 4' Cord Length",6,40,9.596
West,Technology,Mitel MiVoice 5330e IP Phone,6,50,12.995
West,Office Supplies,Xerox 1959,9,30,10.497
West,Office Supplies,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",7,25,5.2475
West,Office Supplies,Avery Durable Binders,8,50,11.995
West,Office Supplies,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,6,40,9.996
West,Office Supplies,Xerox 22,10,25,6.9975
West,Office Supplies,Xerox 1911,7,40,9.996
West,Office Supplies,Holmes Odor Grabber,9,25,5.2475
West,Office Supplies,Holmes HEPA Air Purifier,11,50,21.495
East,Technology,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,6,20,7.198
East,Furniture,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",10,30,5.997
West,Furniture,Hon Multipurpose Stacking Arm Chairs,8,50,8.495
West,Office Supplies,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",6,30,12.897
West,Office Supplies,Advantus Plastic Paper Clips,6,60,5.394
West,Technology,Logitech G19 Programmable Gaming Keyboard,8,25,6.9975
East,Technology,Imation Bio 8GB USB Flash Drive Imation Corp,6,60,19.794
South,Furniture,"Bush Andora Bookcase, Maple/Graphite Gray Finish",7,40,6.396
South,Technology,Logitech diNovo Edge Keyboard,7,40,29.996
South,Office Supplies,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),7,50,8.995
South,Office Supplies,"ACCOHIDE 3-Ring Binder, Blue, 1""",6,40,4.796
South,Office Supplies,Xerox 1989,6,25,6.9975
West,Office Supplies,Xerox 1984,5,30,7.497
East,Office Supplies,Xerox 227,7,30,12.897
East,Office Supplies,Wilson Jones Leather-Like Binders with DublLock Round Rings,10,25,5.2475
South,Office Supplies,Bulldog Vacuum Base Pencil Sharpener,6,25,8.2475
West,Office Supplies,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,11,30,7.497
West,Furniture,Deflect-o Glass Clear Studded Chair Mats,6,25,4.2475
West,Technology,Canon PC1060 Personal Laser Copier,7,50,5.995
West,Furniture,Bevis Round Conference Room Tables and Bases,8,40,10.396
West,Furniture,"Global Deluxe Stacking Chair, Gray",8,30,9.297
South,Office Supplies,"SAFCO Commercial Wire Shelving, 72h",6,40,9.996
South,Furniture,KI Adjustable-Height Table,5,60,5.394
South,Technology,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,6,25,5.2475
West,Furniture,Novimex Fabric Task Chair,9,50,8.995
West,Furniture,Global Super Steno Chair,7,50,7.995
West,Furniture,Bestar Classic Bookcase,7,30,3.297
East,Office Supplies,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",7,40,14.396
Central,Technology,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,9,50,5.995
Central,Office Supplies,Staple holder,8,50,11.995
South,Office Supplies,Xerox 1965,12,50,8.495
South,Office Supplies,Bionaire 99.97% HEPA Air Cleaner,7,40,9.596
East,Office Supplies,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",7,40,9.596
West,Office Supplies,Newell 351,5,30,9.297
West,Furniture,Balt Solid Wood Round Tables,9,25,6.9975
South,Technology,Pyle PMP37LED,7,25,15.7475
South,Furniture,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",5,40,9.996
South,Office Supplies,Xerox 2,6,30,7.497
East,Technology,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,10,40,9.596
East,Furniture,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",7,50,21.495
East,Office Supplies,Avoid Verbal Orders Carbonless Minifold Book,10,50,8.495
East,Furniture,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",7,30,13.797
East,Technology,Plantronics MX500i Earset,6,20,4.998
East,Technology,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,4,40,9.596
East,Technology,Xblue XB-1670-86 X16 Small Office Telephone - Titanium,7,60,5.394
Central,Office Supplies,Storex DuraTech Recycled Plastic Frosted Binders,3,30,7.497
Central,Office Supplies,Avery Durable Binders,4,30,8.397
South,Technology,First Data FD10 PIN Pad,7,40,9.596
South,Furniture,Global Ergonomic Managers Chair,7,40,9.996
South,Office Supplies,Easy-staple paper,6,50,5.995
Central,Furniture,"Bush Westfield Collection Bookcases, Fully Assembled",7,40,10.396
Central,Office Supplies,Xerox 188,3,50,11.995
East,Technology,Enermax Aurora Lite Keyboard,3,30,4.497
West,Furniture,Global Leather Executive Chair,5,40,9.596
West,Office Supplies,"Sortfiler Multipurpose Personal File Organizer, Black",4,20,1.398
West,Office Supplies,Boston 16801 Nautilus Battery Pencil Sharpener,5,50,4.495
West,Office Supplies,Newell 319,3,60,19.794
West,Office Supplies,Fellowes Officeware Wire Shelving,7,40,9.996
Central,Office Supplies,Avery 486,4,40,9.596
